,link,referencia,latitud,longitud,direccion,distrito,etapa,fecha_entrega,financiamiento,areas_comunes,tipo,tipologia,piso,dormitorios,area,precio
5316,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2861-mixxo-chorrillos-lima-lima-avenir-grupo-inmobiliario,MIXXO,-12.1805254,-77.0015638,Av. Los Faisanes 204 - Chorrillos,Chorrillos,En planos,"30 de Agosto, 2025",Banco Interbank,"['Área de juegos para niños', 'Boulevard peatonal', 'Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,FLAT X08A,Piso: 12,1,34.65 m2,"S/ 235,000"
483,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2800-derby-182-santiago-de-surco-lima-lima-v&v-grupo-inmobiliario,DERBY 182,-12.097971285025372,-76.97209653907143,Derby 182,Santiago De Surco,En planos,"30 de Junio, 2026",Otros,"['Gimnasio', 'Lobby', 'Piscina', 'Sala de Niños', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas']",flat,Tipo X04,Pisos: Entre 3 al 15,3,80.00 m2,"S/ 707,000"
6224,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2264-all-san-isidro-san-isidro-lima-lima-senda,All San Isidro,-12.09095557512452,-77.0273792821136,Av. Javier Prado Este 595,San Isidro,En construcción,"30 de Noviembre, 2025",Otros,"['Areas verdes', 'Ascensor directo', 'Gimnasio', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,TIPO 2,Pisos: Entre 4 al 32,2,60.00 m2,"S/ 599,400"
6415,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2635-art-28-miraflores-lima-lima-edifica,ART 28,-12.1282224,-77.0255233,Av. 28 Julio 815 Miraflores,Miraflores,En construcción,"31 de Enero, 2025",Financiamiento Propio,"['Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Zona de Lavandería', 'Otros']",duplex,38,Piso: 16,3,123.00 m2,"S/ 1,167,298"
320,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2715-central-park-cercado-de-lima-lima-lima-tribeca-inmobiliaria,CENTRAL PARK,-12.078525,-77.036408,Av. Arenales 1387,Cercado de lima,En construcción,"31 de Julio, 2025",Banco Scotiabank,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas']",flat,TIPO 6,Pisos: Entre 3 al 21,3,68.18 m2,"S/ 484,836"
6232,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1904-casaparq-cerro-colorado-ii-cerro-colorado-arequipa-arequipa-cissac,CasaParq - Cerro Colorado II,-16.3734647,-71.5542996,Calle A 1 Urb.El Rosario II Condominio Casaparq,Cerro Colorado,En construcción,"30 de Noviembre, 2024","Banco BANBIF, Otros","['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Sala de cine', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,MODELOS 02,Piso: 2,3,74.99 m2,"S/ 322,500"
4271,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3025-centrix-28-miraflores-lima-lima-ee-inmobiliaria,Centrix 28,-12.12972221149553,-77.0214986734462,AV. 28 de Julio 1109 con Cl. Francisco del Castillo N° 359 - 365,Miraflores,En planos,"31 de Julio, 2026",Banco BCP,"['Gimnasio', 'Lobby', 'Terraza', 'Zona de Parrillas']",flat,Tipo 09,Pisos: Entre 3 al 11,2,59.27 m2,"S/ 484,000"
789,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1654-aliaga-garden-magdalena-del-mar-lima-lima-evergran-grupo-inmobiliario,ALIAGA GARDEN,-12.0948486,-77.0589031,Torres Matos 141,Magdalena Del Mar,Entrega inmediata,"01 de Enero, 2024",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Boulevard peatonal', 'Club House', 'Cuarto servicio', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Parque privado', 'Piscina', 'Sala Bar', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,2A,"Pisos: 10, 12, 13",1,47.73 m2,"S/ 439,900"
38,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2502-malva-jesus-maria-lima-lima-grupo-tyc,MALVA,-12.076928,-77.0549693,Av. Brasil 1775,Jesus Maria,Entrega inmediata,"31 de Octubre, 2023",Financiamiento Propio,"['Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Internet', 'Sala de Niños', 'Techo Panorámico', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,5B,"Pisos: 16, 18, 19",2,60.33 m2,"S/ 422,341"
317,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2715-central-park-cercado-de-lima-lima-lima-tribeca-inmobiliaria,CENTRAL PARK,-12.078525,-77.036408,Av. Arenales 1387,Cercado de lima,En construcción,"31 de Julio, 2025",Banco Scotiabank,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas']",flat,TIPO 2,Pisos: 6 y 20,2,50.72 m2,"S/ 377,582"
2626,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2911-residencial-real-etapa-2-la-victoria-lima-lima-paz,Residencial Real Etapa 2,-12.0726186,-77.0300678,"Jr. Francia N° 130, La Victoria",La Victoria,En construcción,"31 de Octubre, 2024",Banco Interbank,"['Área de juegos para niños', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Techo Panorámico', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,12,Pisos: Entre 2 al 18,2,65.52 m2,"S/ 383,715"
2084,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2740-olmedo-bre%C3%B1a-lima-lima-proyec-inmobiliaria,OLMEDO,-12.060307539536884,-77.04833574046334,Jr. Olmedo 463,Breña,En construcción,"31 de Diciembre, 2024",Banco BCP,"['Areas verdes', 'Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Techo Panorámico', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,1104-B,Piso: 11,2,71.12 m2,"S/ 373,860"
6068,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2830-entrenos-magdalena-del-mar-lima-lima-promsal,Entrenos,-12.0923286,-77.0721377,jr tacna 655,Magdalena Del Mar,En construcción,"30 de Septiembre, 2025",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin de niños', 'Lobby', 'Sala de Internet', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,1303,Piso: 13,2,63.88 m2,"S/ 389,437"
1952,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2793-centrika-2-condominio-piura-piura-piura-besco,CENTRIKA 2 CONDOMINIO,-5.1869386511605065,-80.64748640344094,"Esquina de Jr. Poechos con Jr. La Arena, Piura.",Piura,En planos,"31 de Diciembre, 2024",Banco Interbank,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Sala de Niños', 'Sala de usos Múltiples']",flat,EDIFICIO 01 - FLAT - TIPO 02- 1° Piso,Piso: 1,2,51.13 m2,"S/ 233,000"
3334,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1846-residencial-movit-pueblo-libre-lima-lima-barqueros-inmobiliaria,Residencial Movit,-12.076121712347602,-77.06817371408746,Parque Daniel Hernandez Nº 105,Pueblo Libre,Entrega inmediata,"01 de Junio, 2023",Banco BCP,"['Lobby', 'Otros']",flat,TIPO 4,Piso: 4,3,70.00 m2,"S/ 530,000"
751,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3005-amati-jesus-maria-lima-lima-ciudaris,ÁMATI,-12.0842582,-77.0499813,Jr. Inca Ripac 326,Jesus Maria,En construcción,"30 de Junio, 2025","Banco BCP, Otros","['Lobby', 'Terraza', 'Video vigilancia', 'Zona de Parrillas']",duplex,Tipo 3,Piso: 11,3,131.38 m2,"S/ 1,057,000"
3946,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2744-alborada-ii-san-miguel-lima-lima-grupo-mg,ALBORADA II,-12.085065492036632,-77.09353208541872,Av. La Paz 1147,San Miguel,En construcción,"31 de Diciembre, 2024",Banco Interbank,"['Jardin de niños', 'Sala de usos Múltiples', 'Terraza']",flat,7,"Pisos: 3, 4, 8, 10, 11",2,53.40 m2,"S/ 300,000"
5218,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3211-las-praderas-chorrillos-lima-lima-tale-inmobiliaria,Las Praderas,-12.1768317,-76.99919310000001,"Av. Los Faisanes 485, Chorrillos 15054",Chorrillos,En planos,"31 de Diciembre, 2026",Otros,"['Gimnasio', 'Jardin de niños', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,X06,Pisos: Entre 9 al 17,3,63.70 m2,"S/ 322,000"
1608,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1949-brasil-3395-magdalena-del-mar-lima-lima-evergran-grupo-inmobiliario,BRASIL 3395,-12.0908564,-77.06650599999999,Av Brasil 3395,Magdalena Del Mar,Entrega inmediata,"01 de Junio, 2024",Banco BCP,"['Área de juegos para niños', 'Gimnasio', 'Jardin de niños', 'Lobby', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas']",flat,TIPO 3,Pisos: Entre 9 al 20,3,78.64 m2,"S/ 570,022"
3073,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2445-bolivar-1209-pueblo-libre-lima-lima-ter-inmobiliaria,Bolivar 1209,-12.0725828,-77.0667323,Av Bolivar 1209,Pueblo Libre,En construcción,"31 de Marzo, 2025",Otros,"['Areas verdes', 'Gimnasio', 'Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas']",flat,X04,Pisos: Entre 9 al 24,3,77.10 m2,"S/ 462,516"
29,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3371-nuova-vita-jesus-maria-lima-lima-grupo-sol,NUOVA VITA,-12.078970115666072,-77.0451503940812,Jr. Cahuide 971 Jesús María,Jesus Maria,En planos,"31 de Octubre, 2025",Otros,['Lobby'],duplex,705,Piso: 7,4,135.96 m2,"S/ 929,000"
3591,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3237-valle-grande-4-carabayllo-lima-lima-enacorp,VALLE GRANDE 4,-11.862355623377484,-77.05571705709315,Av. San Juan de Dios s/n Paradero Haras - Carabayllo,Carabayllo,En construcción,"01 de Noviembre, 2024",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Parque privado', 'Sala de Niños', 'Sala de usos Múltiples', 'Otros']",flat,TIPO 33,Piso: 3,3,54.74 m2,"S/ 85,695"
5865,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3342-alborada-iii-san-miguel-lima-lima-grupo-mg,ALBORADA III,-12.0866944,-77.0911878,Av. La paz 839,San Miguel,En planos,"31 de Diciembre, 2025",Banco BCP,"['Gimnasio', 'Lobby', 'Sala de Niños', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,B1b,Pisos: 17 y 18,3,61.70 m2,"S/ 284,480"
3775,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3285-bolona-256-miraflores-lima-lima-ee-inmobiliaria,Boloña 256,-12.1211869,-77.0191803,Av. Monseñor Roca y Boloña 256,Miraflores,En planos,"31 de Agosto, 2025",Banco BCP,['Lobby'],duplex,DUPLEX 1006,Piso: 10,3,173.74 m2,"$ 288,000"
6264,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3346-kauri-pueblo-libre-lima-lima-abril-grupo-inmobiliario,Kaurí,-12.0778469,-77.06881729999999,Av Manuel Cipriano Dulanto 1351,Pueblo Libre,En planos,"30 de Noviembre, 2026",Banco Scotiabank,"['Gimnasio', 'Lobby', 'Piscina', 'Sala de Niños', 'Sala de usos Múltiples', 'Zona de Parrillas']",flat,KAU - 308 AL 2008,Pisos: Entre 3 al 20,3,71.33 m2,"S/ 420,783"
3768,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3285-bolona-256-miraflores-lima-lima-ee-inmobiliaria,Boloña 256,-12.1211869,-77.0191803,Av. Monseñor Roca y Boloña 256,Miraflores,En planos,"31 de Agosto, 2025",Banco BCP,['Lobby'],flat,Tipo 01,Pisos: Entre 3 al 9,2,91.75 m2,"$ 180,000"
1040,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2181-gray-san-isidro-san-isidro-lima-lima-maas-inmobiliaria,GRAY San Isidro,-12.0964268,-77.02300260000001,Calle Mariano Santos Mateo 171,San Isidro,Entrega inmediata,"21 de Diciembre, 2023",BBVA,"['Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Sala Bar', 'Salon Gourmet', 'Terraza', 'Video vigilancia', 'Zona de Parrillas']",flat,Tipo 3 Con Balcón,Piso: 11,2,60.00 m2,"S/ 590,000"
4794,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3251-proyecto-libertad-san-miguel-lima-lima-grupo-inmobiliario-comunidad,Proyecto Libertad,-12.087824627090738,-77.08451986312866,Avenida La Libertad 200,San Miguel,En planos,"28 de Febrero, 2026",Financiamiento Propio,"['Areas verdes', 'Gimnasio', 'Lobby', 'Piscina', 'Sala de cine', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,B,Pisos: Entre 3 al 20,3,60.00 m2,"S/ 384,000"
2146,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2324-park-living-cercado-de-lima-lima-lima-eureka,Park Living,-12.073939,-77.0347651,Av. Petit Thouars 965,Cercado de lima,Entrega inmediata,"01 de Enero, 2024",Banco Pichincha,"['Área de juegos para niños', 'Gimnasio', 'Jardin interior', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Salon Gourmet', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",duplex,TIPO 3,"Pisos: 5, 9, 17, 19, 21",2,68.08 m2,"S/ 447,690"
4494,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1296-el-rio-pueblo-libre-lima-lima-gratia-constructora,El Río,-12.068659306722022,-77.05480969638671,Avenida del Río 209,Pueblo Libre,Entrega inmediata,"06 de Julio, 2021",Financiamiento Propio,"['Área de juegos para niños', 'Areas verdes', 'Jardin de niños', 'Lobby', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Techos Ecológicos', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,TIPO 2,Piso: 9,2,70.00 m2,"S/ 450,000"
4059,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2393-lombardia-lince-lima-lima-toratto-grupo-inmobiliario,LOMBARDIA,-12.0813968,-77.03940030000001,Jr. Manuel Gómez N° 390,Lince,En construcción,"31 de Diciembre, 2024",BBVA,"['Área de juegos para niños', 'Lobby', 'Otros']",flat,TIPO X,Piso: 2,2,64.65 m2,"S/ 459,923"
2769,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2161-republica-de-chile-jesus-maria-lima-lima-v&v-grupo-inmobiliario,REPUBLICA DE CHILE,-12.0696597,-77.03868059999999,Av. República de Chile 498 – Jesús María,Jesus Maria,Entrega inmediata,"31 de Marzo, 2024",Banco Scotiabank,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Lobby', 'Parque privado', 'Piscina', 'Sala Bar', 'Sala de Niños', 'Techo Panorámico', 'Terraza', 'Zona de Parrillas']",flat,Tipo 9,Piso: 7,3,76.62 m2,"S/ 590,000"
1376,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3003-edificio-unique-surquillo-lima-lima-grupo-cygnus,Edificio Unique,-12.1196483,-77.0048887,juan bielovucic 267 surquillo,Surquillo,En planos,"31 de Diciembre, 2024",Banco BCP,"['Lobby', 'Terraza', 'Zona de Parrillas']",flat,Tipo 2,"Pisos: 3, 4, 5, 6, 7",3,76.61 m2,"S/ 512,000"
4267,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3025-centrix-28-miraflores-lima-lima-ee-inmobiliaria,Centrix 28,-12.12972221149553,-77.0214986734462,AV. 28 de Julio 1109 con Cl. Francisco del Castillo N° 359 - 365,Miraflores,En planos,"31 de Julio, 2026",Banco BCP,"['Gimnasio', 'Lobby', 'Terraza', 'Zona de Parrillas']",flat,Dpto. 1208,Piso: 12,2,59.27 m2,"S/ 484,000"
2986,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2350-lib-santiago-de-surco-lima-lima-senda,LIB,-12.08374361497263,-76.97898564166586,Calle República de Líbano 115,Santiago De Surco,En construcción,"31 de Octubre, 2024",Banco BCP,"['Areas verdes', 'Gimnasio', 'Lobby', 'Parque privado', 'Piscina', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,13,Pisos: Entre 1 al 11,1,52.17 m2,"S/ 422,900"
1173,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3324-edificio-fenix-jesus-maria-lima-lima-grupo-cygnus,Edificio Fenix,-12.0758662,-77.050578,"Av. Mello Franco 365, Jesus Maria",Jesus Maria,En planos,"31 de Julio, 2026",Banco BCP,"['Jardin de niños', 'Lobby', 'Sala de Internet', 'Sala de usos Múltiples', 'Otros']",flat,Tipo 3B,Pisos: Entre 5 al 15,3,71.26 m2,"S/ 478,117"
5755,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3245-gran-olivo-etapa-2-los-olivos-lima-lima-lider,GRAN OLIVO - ETAPA 2,-12.0060684,-77.0745468,Avenida Angelica Gamara 1301,Los Olivos,En planos,"30 de Junio, 2026",BBVA,"['Sala de usos Múltiples', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,X11,Pisos: Entre 3 al 20,2,64.29 m2,"S/ 304,000"
5684,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2307-benavides-1130-miraflores-lima-lima-v&v-grupo-inmobiliario,BENAVIDES 1130,-12.1260466,-77.02076629999999,AV. BENAVIDES 1130,Miraflores,En construcción,"31 de Octubre, 2024","Banco BANBIF, Banco BCP, BBVA, Banco Pichincha, Banco Interbank, Banco Scotiabank","['Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Parque privado', 'Piscina', 'Salon Gourmet', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,Tipo 207,Piso: 2,2,71.06 m2,"S/ 690,000"
1039,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2082-casanova-151-lince-lima-lima-tale-inmobiliaria,Casanova 151,-12.0897679,-77.0342963,AV DOMINGO CASANOVA 151,Lince,Entrega inmediata,"31 de Marzo, 2024",Banco Interbank,"['Gimnasio', 'Lobby', 'Zona de Parrillas', 'Otros']",flat,X07,Pisos: Entre 5 al 16,1,40.80 m2,"S/ 339,000"
3975,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2744-alborada-ii-san-miguel-lima-lima-grupo-mg,ALBORADA II,-12.085065492036632,-77.09353208541872,Av. La Paz 1147,San Miguel,En construcción,"31 de Diciembre, 2024",Banco Interbank,"['Jardin de niños', 'Sala de usos Múltiples', 'Terraza']",duplex,17,Piso: 16,1,80.10 m2,"S/ 363,730"
487,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2800-derby-182-santiago-de-surco-lima-lima-v&v-grupo-inmobiliario,DERBY 182,-12.097971285025372,-76.97209653907143,Derby 182,Santiago De Surco,En planos,"30 de Junio, 2026",Otros,"['Gimnasio', 'Lobby', 'Piscina', 'Sala de Niños', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas']",flat,Tipo X08A,"Pisos: 2, 10, 11",1,45.00 m2,"S/ 441,000"
221,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3397-zircon-jesus-maria-lima-lima-marte,Zircon,-12.0708776,-77.04226390000001,Jr. Nazca 704,Jesus Maria,En planos,"31 de Diciembre, 2026",Banco BCP,"['Lobby', 'Piscina', 'Sala de usos Múltiples', 'Zona de Parrillas']",flat,Tipo 6,Pisos: Entre 2 al 22,2,51.22 m2,"S/ 380,319"
5670,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2587-bertolotto-etapa-iii-san-miguel-lima-lima-grupo-tyc,Bertolotto - Etapa III,-12.0915197,-77.0828203,Av. Bertolotto 760,San Miguel,En construcción,"31 de Julio, 2024","Banco BCP, BBVA","['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,E3 1706,Piso: 17,1,43.14 m2,"S/ 325,242"
138,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2776-altos-del-rimac-etapa-5-rimac-lima-lima-besco,Altos del Rímac - Etapa 5,-12.015767270231956,-77.04267954839453,Av. A #225,Rimac,En construcción,"31 de Julio, 2024",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Club House', 'Otros']",flat,ETAPA 5 - TORRE 2 - FLAT - Tipo 2,Piso: 1,2,59.72 m2,"S/ 263,500"
87,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2924-ble-santiago-de-surco-lima-lima-ee-inmobiliaria,Blé,-12.1246371,-76.9865786,Av. Velasco Astete 1752,Santiago De Surco,En construcción,"31 de Octubre, 2024",Banco Interbank,"['Areas verdes', 'Lobby', 'Terraza']",flat,Tipo 03,Pisos: Entre 2 al 7,3,110.85 m2,"$ 210,000"
561,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3203-condominio-villalegre-santiago-de-surco-lima-lima-la-venturosa,Condominio Villalegre,-12.1641991,-76.9895228,Esquina Jiron Dextre con Calle Daniel Mendoza (A 1 cuadra del Parque Villa Alegre),Santiago De Surco,En planos,"31 de Mayo, 2026",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Sala de usos Múltiples', 'Video vigilancia', 'Otros']",flat,TIPO - 8A,Pisos: Entre 2 al 13,1,65.16 m2,"S/ 293,636"
3651,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3237-valle-grande-4-carabayllo-lima-lima-enacorp,VALLE GRANDE 4,-11.862355623377484,-77.05571705709315,Av. San Juan de Dios s/n Paradero Haras - Carabayllo,Carabayllo,En construcción,"01 de Noviembre, 2024",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Parque privado', 'Sala de Niños', 'Sala de usos Múltiples', 'Otros']",flat,TIPO 93,Piso: 3,3,54.87 m2,"S/ 85,695"
2464,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2824-velvet-pueblo-libre-lima-lima-beca-inmobiliaria,Velvet,-12.069954,-77.06865599999999,General Ramón Pizarro 430,Pueblo Libre,En construcción,"31 de Diciembre, 2024",Banco Scotiabank,"['Lobby', 'Terraza', 'Zona de Parrillas']",flat,X04,Piso: 10,3,78.88 m2,"S/ 600,000"
1674,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2726-residencial-capri-san-miguel-lima-lima-dkasa,Residencial Capri,-12.06967233028596,-77.09676805302753,"Avenida de los Precursores 757, San Miguel",San Miguel,En construcción,"31 de Julio, 2025",Banco BANBIF,"['Areas verdes', 'Lobby', 'Minimarket', 'Sala de usos Múltiples', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,F,Pisos: Entre 15 al 20,3,81.20 m2,"S/ 514,720"
